,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"filtered_prob[447, 1]",0.514,0.197,0.178,0.894,0.007,0.003,910.0,1322.0,1.0
"filtered_prob[447, 2]",0.253,0.168,0.0,0.533,0.005,0.002,913.0,1492.0,1.0
"filtered_prob[448, 0]",0.513,0.19,0.183,0.866,0.005,0.002,1462.0,2225.0,1.0
"filtered_prob[448, 1]",0.416,0.188,0.08,0.748,0.005,0.003,1427.0,1969.0,1.0
"filtered_prob[448, 2]",0.072,0.081,0.0,0.221,0.002,0.003,1408.0,1468.0,1.0
"filtered_prob[449, 0]",0.965,0.048,0.885,1.0,0.001,0.002,1747.0,1847.0,1.0
"filtered_prob[449, 1]",0.033,0.048,0.0,0.113,0.001,0.002,1607.0,1843.0,1.0
"filtered_prob[449, 2]",0.002,0.004,0.0,0.007,0.0,0.0,1256.0,1555.0,1.0
"filtered_prob[450, 0]",0.087,0.088,0.0,0.255,0.002,0.003,1259.0,1758.0,1.0
"filtered_prob[450, 1]",0.28,0.267,0.0,0.856,0.017,0.012,340.0,589.0,1.0
"filtered_prob[450, 2]",0.633,0.267,0.053,0.945,0.016,0.012,431.0,562.0,1.0
"filtered_prob[451, 0]",0.917,0.079,0.781,1.0,0.002,0.003,1826.0,2001.0,1.0
"filtered_prob[451, 1]",0.074,0.076,0.0,0.204,0.002,0.003,1882.0,2179.0,1.0
"filtered_prob[451, 2]",0.01,0.017,0.0,0.038,0.0,0.001,1366.0,1602.0,1.0
"filtered_prob[452, 0]",0.886,0.096,0.714,0.999,0.002,0.003,1649.0,2067.0,1.0
"filtered_prob[452, 1]",0.098,0.092,0.0,0.261,0.002,0.004,1717.0,2031.0,1.0
"filtered_prob[452, 2]",0.016,0.025,0.0,0.063,0.001,0.001,1531.0,1511.0,1.0
"filtered_prob[453, 0]",0.995,0.015,0.979,1.0,0.0,0.002,1834.0,1290.0,1.0
"filtered_prob[453, 1]",0.005,0.015,0.0,0.02,0.0,0.002,1885.0,1544.0,1.0
"filtered_prob[453, 2]",0.0,0.001,0.0,0.001,0.0,0.0,1346.0,1955.0,1.0
"filtered_prob[454, 0]",0.964,0.035,0.902,1.0,0.001,0.001,1757.0,1826.0,1.0
"filtered_prob[454, 1]",0.032,0.034,0.0,0.092,0.001,0.001,1947.0,1786.0,1.0
"filtered_prob[454, 2]",0.004,0.008,0.0,0.017,0.0,0.0,1537.0,1565.0,1.0
"filtered_prob[455, 0]",0.302,0.175,0.018,0.626,0.005,0.003,1293.0,1987.0,1.0
"filtered_prob[455, 1]",0.38,0.24,0.023,0.807,0.01,0.004,603.0,1378.0,1.0
"filtered_prob[455, 2]",0.318,0.218,0.0,0.67,0.008,0.002,689.0,1306.0,1.0
"filtered_prob[456, 0]",0.071,0.07,0.0,0.196,0.002,0.003,1198.0,1421.0,1.0
"filtered_prob[456, 1]",0.348,0.242,0.0,0.817,0.014,0.008,407.0,901.0,1.0
"filtered_prob[456, 2]",0.581,0.238,0.075,0.896,0.013,0.008,455.0,696.0,1.0
"filtered_prob[457, 0]",0.056,0.059,0.0,0.159,0.002,0.002,1192.0,1624.0,1.0
"filtered_prob[457, 1]",0.293,0.217,0.0,0.715,0.012,0.007,367.0,642.0,1.0
"filtered_prob[457, 2]",0.652,0.214,0.212,0.973,0.012,0.007,430.0,645.0,1.0
"filtered_prob[458, 0]",0.131,0.096,0.0,0.303,0.003,0.002,1250.0,1810.0,1.0
"filtered_prob[458, 1]",0.414,0.197,0.094,0.805,0.008,0.003,738.0,1653.0,1.0
"filtered_prob[458, 2]",0.455,0.195,0.086,0.805,0.007,0.003,951.0,1645.0,1.0
"filtered_prob[459, 0]",0.164,0.106,0.005,0.354,0.003,0.002,1337.0,1831.0,1.0
"filtered_prob[459, 1]",0.503,0.193,0.16,0.863,0.006,0.003,1114.0,1678.0,1.0
"filtered_prob[459, 2]",0.333,0.186,0.0,0.629,0.005,0.002,1253.0,1566.0,1.0
"filtered_prob[460, 0]",0.151,0.101,0.005,0.339,0.003,0.002,1368.0,1944.0,1.0
"filtered_prob[460, 1]",0.547,0.193,0.203,0.904,0.005,0.002,1290.0,1619.0,1.0
"filtered_prob[460, 2]",0.301,0.184,0.0,0.606,0.005,0.002,1276.0,1496.0,1.0
"filtered_prob[461, 0]",0.114,0.096,0.0,0.285,0.002,0.003,1689.0,2024.0,1.0
"filtered_prob[461, 1]",0.787,0.136,0.536,0.985,0.006,0.005,751.0,1010.0,1.01
"filtered_prob[461, 2]",0.099,0.107,0.0,0.301,0.005,0.005,606.0,872.0,1.0
"filtered_prob[462, 0]",0.257,0.162,0.017,0.571,0.004,0.004,1530.0,1879.0,1.0
"filtered_prob[462, 1]",0.641,0.167,0.311,0.913,0.006,0.004,947.0,1338.0,1.0
"filtered_prob[462, 2]",0.102,0.098,0.0,0.281,0.003,0.003,1121.0,1523.0,1.0
"filtered_prob[463, 0]",0.07,0.065,0.0,0.186,0.002,0.002,1444.0,1837.0,1.0
"filtered_prob[463, 1]",0.546,0.182,0.221,0.891,0.007,0.003,757.0,1300.0,1.0
"filtered_prob[463, 2]",0.384,0.185,0.006,0.688,0.006,0.003,809.0,1234.0,1.0
"filtered_prob[464, 0]",0.584,0.176,0.274,0.92,0.004,0.002,1739.0,2140.0,1.0
"filtered_prob[464, 1]",0.364,0.169,0.044,0.657,0.004,0.002,1530.0,1850.0,1.0
"filtered_prob[464, 2]",0.052,0.067,0.0,0.175,0.002,0.003,1075.0,1332.0,1.0
"filtered_prob[465, 0]",0.08,0.089,0.0,0.234,0.002,0.003,1305.0,1766.0,1.0
"filtered_prob[465, 1]",0.384,0.234,0.0,0.787,0.012,0.004,415.0,1033.0,1.0
"filtered_prob[465, 2]",0.536,0.238,0.085,0.946,0.011,0.004,583.0,1352.0,1.0
"filtered_prob[466, 0]",0.079,0.067,0.0,0.202,0.002,0.002,1193.0,1580.0,1.0
"filtered_prob[466, 1]",0.377,0.198,0.04,0.747,0.009,0.004,443.0,1108.0,1.0
"filtered_prob[466, 2]",0.544,0.189,0.174,0.88,0.008,0.004,596.0,1030.0,1.0
"filtered_prob[467, 0]",0.078,0.064,0.0,0.195,0.002,0.002,1178.0,1671.0,1.0
"filtered_prob[467, 1]",0.37,0.187,0.043,0.711,0.008,0.003,507.0,1444.0,1.0
"filtered_prob[467, 2]",0.552,0.177,0.214,0.87,0.007,0.004,719.0,1121.0,1.0
"filtered_prob[468, 0]",0.161,0.088,0.021,0.329,0.003,0.002,1125.0,1739.0,1.0
"filtered_prob[468, 1]",0.402,0.162,0.124,0.712,0.005,0.002,912.0,1799.0,1.0
"filtered_prob[468, 2]",0.436,0.142,0.16,0.702,0.004,0.003,1373.0,1661.0,1.0
"filtered_prob[469, 0]",0.355,0.084,0.198,0.513,0.002,0.002,1307.0,1788.0,1.0
"filtered_prob[469, 1]",0.341,0.129,0.11,0.576,0.004,0.002,1103.0,1937.0,1.0
"filtered_prob[469, 2]",0.305,0.102,0.107,0.49,0.003,0.002,1565.0,1664.0,1.0
"filtered_prob[470, 0]",0.987,0.027,0.952,1.0,0.001,0.003,1736.0,1507.0,1.0
"filtered_prob[470, 1]",0.012,0.027,0.0,0.045,0.001,0.003,1625.0,1644.0,1.0
"filtered_prob[470, 2]",0.001,0.004,0.0,0.004,0.0,0.0,733.0,709.0,1.0
"filtered_prob[471, 0]",0.92,0.07,0.796,0.999,0.002,0.002,1164.0,1668.0,1.0
"filtered_prob[471, 1]",0.067,0.065,0.0,0.185,0.002,0.002,1288.0,1779.0,1.0
"filtered_prob[471, 2]",0.013,0.022,0.0,0.05,0.001,0.001,1438.0,1619.0,1.0
"filtered_prob[472, 0]",0.082,0.088,0.0,0.257,0.002,0.003,1236.0,1780.0,1.0
"filtered_prob[472, 1]",0.27,0.262,0.0,0.836,0.017,0.012,328.0,532.0,1.0
"filtered_prob[472, 2]",0.648,0.261,0.066,0.956,0.016,0.012,408.0,694.0,1.0
"filtered_prob[473, 0]",0.066,0.06,0.0,0.177,0.002,0.002,1193.0,1688.0,1.0
"filtered_prob[473, 1]",0.29,0.22,0.001,0.747,0.014,0.01,350.0,589.0,1.0
"filtered_prob[473, 2]",0.643,0.216,0.131,0.918,0.013,0.01,416.0,672.0,1.0
"filtered_prob[474, 0]",0.797,0.139,0.549,0.998,0.004,0.003,1574.0,1881.0,1.0
"filtered_prob[474, 1]",0.169,0.126,0.004,0.397,0.003,0.004,1780.0,2062.0,1.0
"filtered_prob[474, 2]",0.034,0.049,0.0,0.128,0.001,0.002,1133.0,1704.0,1.0
"filtered_prob[475, 0]",0.881,0.105,0.696,0.999,0.003,0.003,1704.0,2011.0,1.0
"filtered_prob[475, 1]",0.104,0.098,0.0,0.274,0.002,0.003,1852.0,2181.0,1.0
"filtered_prob[475, 2]",0.015,0.026,0.0,0.059,0.001,0.001,1318.0,1670.0,1.0
"filtered_prob[476, 0]",0.993,0.016,0.977,1.0,0.0,0.002,1814.0,1268.0,1.0
"filtered_prob[476, 1]",0.006,0.016,0.0,0.022,0.0,0.002,1853.0,1352.0,1.0
"filtered_prob[476, 2]",0.0,0.001,0.0,0.002,0.0,0.0,1253.0,1788.0,1.0
"filtered_prob[477, 0]",0.239,0.159,0.011,0.537,0.005,0.003,1136.0,1619.0,1.0
"filtered_prob[477, 1]",0.368,0.257,0.012,0.835,0.012,0.006,532.0,1094.0,1.0
"filtered_prob[477, 2]",0.394,0.243,0.0,0.756,0.01,0.003,631.0,1086.0,1.0
"filtered_prob[478, 0]",0.438,0.191,0.098,0.784,0.005,0.003,1370.0,1910.0,1.0
"filtered_prob[478, 1]",0.426,0.196,0.093,0.787,0.006,0.003,1169.0,1456.0,1.0
"filtered_prob[478, 2]",0.135,0.125,0.0,0.38,0.003,0.003,1245.0,1578.0,1.0
"filtered_prob[479, 0]",0.07,0.069,0.0,0.195,0.002,0.002,1238.0,1499.0,1.0
"filtered_prob[479, 1]",0.385,0.232,0.061,0.87,0.013,0.006,396.0,981.0,1.0
"filtered_prob[479, 2]",0.545,0.226,0.064,0.861,0.012,0.006,450.0,1016.0,1.0
"filtered_prob[480, 0]",0.23,0.098,0.055,0.41,0.003,0.002,1244.0,1688.0,1.0
"filtered_prob[480, 1]",0.393,0.166,0.128,0.72,0.007,0.003,628.0,1255.0,1.0
"filtered_prob[480, 2]",0.377,0.141,0.084,0.622,0.005,0.003,756.0,1193.0,1.0
"filtered_prob[481, 0]",0.414,0.182,0.066,0.728,0.005,0.003,1464.0,2055.0,1.0
"filtered_prob[481, 1]",0.457,0.177,0.134,0.784,0.005,0.003,1418.0,1635.0,1.0
"filtered_prob[481, 2]",0.129,0.117,0.0,0.353,0.003,0.003,1427.0,1567.0,1.0
"filtered_prob[482, 0]",0.067,0.064,0.0,0.183,0.002,0.002,1273.0,1677.0,1.0
"filtered_prob[482, 1]",0.405,0.219,0.084,0.864,0.011,0.004,452.0,1130.0,1.0
"filtered_prob[482, 2]",0.528,0.213,0.085,0.861,0.01,0.005,512.0,986.0,1.0
"filtered_prob[483, 0]",0.383,0.178,0.048,0.687,0.005,0.003,1380.0,1889.0,1.0
"filtered_prob[483, 1]",0.473,0.176,0.147,0.795,0.005,0.003,1370.0,1492.0,1.0
"filtered_prob[483, 2]",0.143,0.125,0.0,0.377,0.003,0.002,1476.0,1562.0,1.0
"filtered_prob[484, 0]",0.151,0.085,0.017,0.311,0.002,0.002,2128.0,1775.0,1.0
"filtered_prob[484, 1]",0.681,0.132,0.426,0.905,0.004,0.003,1366.0,1672.0,1.0
"filtered_prob[484, 2]",0.168,0.111,0.002,0.364,0.004,0.003,1021.0,1483.0,1.0
"filtered_prob[485, 0]",0.405,0.198,0.073,0.767,0.005,0.002,1300.0,2251.0,1.0
"filtered_prob[485, 1]",0.513,0.178,0.186,0.824,0.006,0.002,1069.0,2245.0,1.0
"filtered_prob[485, 2]",0.082,0.091,0.0,0.251,0.003,0.003,949.0,1601.0,1.0
"filtered_prob[486, 0]",0.169,0.105,0.012,0.361,0.003,0.002,1367.0,1773.0,1.0
"filtered_prob[486, 1]",0.507,0.148,0.222,0.768,0.005,0.002,977.0,1569.0,1.0
"filtered_prob[486, 2]",0.324,0.134,0.063,0.561,0.005,0.002,856.0,1088.0,1.0
"filtered_prob[487, 0]",0.305,0.177,0.024,0.626,0.005,0.003,1528.0,2167.0,1.0
"filtered_prob[487, 1]",0.541,0.165,0.239,0.857,0.004,0.002,1794.0,2027.0,1.0
"filtered_prob[487, 2]",0.154,0.136,0.0,0.391,0.004,0.002,1119.0,1552.0,1.0
"filtered_prob[488, 0]",0.075,0.074,0.0,0.208,0.002,0.003,1294.0,1664.0,1.0
"filtered_prob[488, 1]",0.461,0.195,0.122,0.826,0.008,0.003,618.0,1222.0,1.0
"filtered_prob[488, 2]",0.464,0.188,0.095,0.778,0.007,0.003,652.0,1270.0,1.0
"filtered_prob[489, 0]",0.109,0.089,0.0,0.267,0.002,0.002,1303.0,1670.0,1.0
"filtered_prob[489, 1]",0.501,0.201,0.155,0.886,0.007,0.003,815.0,1587.0,1.0
"filtered_prob[489, 2]",0.391,0.205,0.0,0.713,0.007,0.002,865.0,1499.0,1.0
"filtered_prob[490, 0]",0.212,0.132,0.009,0.455,0.003,0.002,1521.0,2166.0,1.0
"filtered_prob[490, 1]",0.551,0.187,0.229,0.911,0.005,0.002,1276.0,1393.0,1.0
"filtered_prob[490, 2]",0.237,0.185,0.0,0.569,0.005,0.003,1023.0,1529.0,1.0
"filtered_prob[491, 0]",0.861,0.109,0.658,1.0,0.003,0.002,1691.0,2348.0,1.0
"filtered_prob[491, 1]",0.126,0.106,0.0,0.326,0.003,0.002,1424.0,1855.0,1.0
"filtered_prob[491, 2]",0.013,0.024,0.0,0.051,0.001,0.002,973.0,1285.0,1.0
"filtered_prob[492, 0]",0.987,0.024,0.95,1.0,0.001,0.002,1692.0,1410.0,1.0
"filtered_prob[492, 1]",0.013,0.024,0.0,0.048,0.001,0.002,1705.0,1202.0,1.0
"filtered_prob[492, 2]",0.001,0.002,0.0,0.003,0.0,0.0,1204.0,1739.0,1.0
"filtered_prob[493, 0]",0.471,0.215,0.092,0.851,0.006,0.003,1286.0,1428.0,1.0
"filtered_prob[493, 1]",0.329,0.21,0.016,0.722,0.008,0.004,749.0,1386.0,1.0
"filtered_prob[493, 2]",0.2,0.194,0.0,0.564,0.007,0.003,738.0,1572.0,1.0
"filtered_prob[494, 0]",0.12,0.112,0.0,0.339,0.003,0.004,1246.0,1299.0,1.0
"filtered_prob[494, 1]",0.415,0.248,0.053,0.871,0.012,0.005,506.0,1267.0,1.0
"filtered_prob[494, 2]",0.465,0.244,0.0,0.797,0.011,0.004,512.0,1356.0,1.0
"filtered_prob[495, 0]",0.392,0.191,0.052,0.722,0.005,0.003,1606.0,1933.0,1.0
"filtered_prob[495, 1]",0.448,0.187,0.12,0.805,0.005,0.003,1449.0,1607.0,1.0
"filtered_prob[495, 2]",0.16,0.155,0.0,0.448,0.005,0.003,968.0,1554.0,1.0
"filtered_prob[496, 0]",0.969,0.043,0.893,1.0,0.001,0.002,1649.0,1389.0,1.0
"filtered_prob[496, 1]",0.03,0.043,0.0,0.105,0.001,0.002,1550.0,1675.0,1.0
"filtered_prob[496, 2]",0.002,0.004,0.0,0.008,0.0,0.0,1083.0,1653.0,1.0
"filtered_prob[497, 0]",0.221,0.134,0.029,0.49,0.004,0.003,1286.0,1575.0,1.0
"filtered_prob[497, 1]",0.323,0.232,0.023,0.784,0.013,0.008,454.0,739.0,1.0
"filtered_prob[497, 2]",0.456,0.222,0.003,0.751,0.011,0.006,497.0,610.0,1.0
"filtered_prob[498, 0]",0.939,0.072,0.808,1.0,0.002,0.002,2096.0,2093.0,1.0
"filtered_prob[498, 1]",0.055,0.066,0.0,0.175,0.001,0.002,2088.0,2144.0,1.0
"filtered_prob[498, 2]",0.007,0.016,0.0,0.027,0.0,0.001,1384.0,1695.0,1.0
"filtered_prob[499, 0]",0.984,0.026,0.945,1.0,0.001,0.001,1690.0,1425.0,1.0
"filtered_prob[499, 1]",0.015,0.025,0.0,0.053,0.001,0.001,1813.0,1521.0,1.0
"filtered_prob[499, 2]",0.001,0.003,0.0,0.006,0.0,0.0,1316.0,1793.0,1.0
"filtered_prob[500, 0]",0.876,0.108,0.672,0.998,0.002,0.003,1573.0,1977.0,1.0
"filtered_prob[500, 1]",0.099,0.092,0.001,0.266,0.002,0.002,1598.0,2193.0,1.0
"filtered_prob[500, 2]",0.025,0.044,0.0,0.099,0.001,0.002,1122.0,1621.0,1.0
"filtered_prob[501, 0]",0.969,0.042,0.897,1.0,0.001,0.002,1747.0,1501.0,1.0
"filtered_prob[501, 1]",0.028,0.04,0.0,0.094,0.001,0.002,1876.0,1742.0,1.0
"filtered_prob[501, 2]",0.003,0.007,0.0,0.013,0.0,0.0,1293.0,1713.0,1.0
"filtered_prob[502, 0]",0.359,0.207,0.034,0.745,0.006,0.004,1251.0,1262.0,1.0
"filtered_prob[502, 1]",0.366,0.233,0.029,0.804,0.01,0.004,651.0,1482.0,1.0
"filtered_prob[502, 2]",0.275,0.229,0.0,0.676,0.009,0.003,631.0,1559.0,1.0
"filtered_prob[503, 0]",0.123,0.102,0.0,0.308,0.003,0.003,1256.0,1540.0,1.0
"filtered_prob[503, 1]",0.4,0.223,0.068,0.821,0.011,0.005,490.0,1071.0,1.0
"filtered_prob[503, 2]",0.477,0.212,0.061,0.791,0.01,0.005,495.0,922.0,1.0
"filtered_prob[504, 0]",0.255,0.187,0.004,0.616,0.005,0.003,1721.0,2118.0,1.0
"filtered_prob[504, 1]",0.478,0.204,0.141,0.87,0.006,0.003,1088.0,1563.0,1.0
"filtered_prob[504, 2]",0.267,0.21,0.0,0.644,0.007,0.003,979.0,1571.0,1.0
"filtered_prob[505, 0]",0.142,0.095,0.008,0.313,0.003,0.003,1347.0,1607.0,1.0
"filtered_prob[505, 1]",0.461,0.187,0.119,0.788,0.007,0.003,673.0,1671.0,1.0
"filtered_prob[505, 2]",0.397,0.176,0.051,0.682,0.007,0.003,653.0,1357.0,1.0
"filtered_prob[506, 0]",0.333,0.177,0.039,0.663,0.005,0.003,1508.0,2202.0,1.0
"filtered_prob[506, 1]",0.5,0.179,0.175,0.828,0.004,0.002,1587.0,1970.0,1.0
"filtered_prob[506, 2]",0.167,0.155,0.0,0.453,0.004,0.003,1054.0,1464.0,1.0
"filtered_prob[507, 0]",0.967,0.046,0.889,1.0,0.001,0.002,1588.0,1505.0,1.0
"filtered_prob[507, 1]",0.031,0.046,0.0,0.11,0.001,0.002,1443.0,1673.0,1.0
"filtered_prob[507, 2]",0.002,0.005,0.0,0.008,0.0,0.0,1037.0,1244.0,1.0
"filtered_prob[508, 0]",0.035,0.037,0.0,0.1,0.001,0.001,1243.0,1639.0,1.0
"filtered_prob[508, 1]",0.66,0.183,0.322,0.952,0.004,0.004,2149.0,1918.0,1.0
"filtered_prob[508, 2]",0.305,0.18,0.012,0.631,0.004,0.003,2351.0,1928.0,1.0
"filtered_prob[509, 0]",0.051,0.066,0.0,0.171,0.002,0.003,1275.0,1765.0,1.0
"filtered_prob[509, 1]",0.399,0.236,0.0,0.776,0.006,0.003,1309.0,1270.0,1.0
"filtered_prob[509, 2]",0.55,0.227,0.175,0.966,0.006,0.003,1520.0,1826.0,1.0
"filtered_prob[510, 0]",0.045,0.051,0.0,0.132,0.001,0.002,1123.0,1657.0,1.0
"filtered_prob[510, 1]",0.315,0.222,0.0,0.704,0.006,0.003,1095.0,1275.0,1.0
"filtered_prob[510, 2]",0.64,0.214,0.256,0.982,0.006,0.003,1316.0,2113.0,1.0
"filtered_prob[511, 0]",0.624,0.198,0.258,0.958,0.006,0.003,1272.0,1641.0,1.0
"filtered_prob[511, 1]",0.3,0.175,0.012,0.616,0.004,0.003,1862.0,2078.0,1.0
"filtered_prob[511, 2]",0.076,0.106,0.0,0.26,0.005,0.007,614.0,498.0,1.0
"filtered_prob[512, 0]",0.216,0.149,0.0,0.481,0.004,0.003,1252.0,1806.0,1.0
"filtered_prob[512, 1]",0.506,0.184,0.191,0.862,0.006,0.003,946.0,1332.0,1.0
"filtered_prob[512, 2]",0.278,0.166,0.0,0.546,0.005,0.002,1243.0,1400.0,1.0
"filtered_prob[513, 0]",0.054,0.057,0.0,0.157,0.002,0.002,1219.0,1713.0,1.0
"filtered_prob[513, 1]",0.371,0.217,0.0,0.748,0.009,0.004,545.0,1136.0,1.0
"filtered_prob[513, 2]",0.575,0.211,0.168,0.935,0.009,0.004,613.0,1041.0,1.0
"filtered_prob[514, 0]",0.091,0.073,0.0,0.221,0.002,0.002,1111.0,1669.0,1.0
"filtered_prob[514, 1]",0.42,0.2,0.075,0.8,0.007,0.003,785.0,1594.0,1.0
"filtered_prob[514, 2]",0.489,0.194,0.079,0.798,0.006,0.003,1038.0,1218.0,1.0
"filtered_prob[515, 0]",0.123,0.089,0.0,0.277,0.003,0.002,1108.0,1695.0,1.0
"filtered_prob[515, 1]",0.486,0.197,0.14,0.852,0.006,0.003,1127.0,1635.0,1.0
"filtered_prob[515, 2]",0.391,0.193,0.0,0.681,0.005,0.003,1410.0,1450.0,1.0
"filtered_prob[516, 0]",0.559,0.179,0.215,0.877,0.004,0.003,1611.0,1737.0,1.0
"filtered_prob[516, 1]",0.37,0.173,0.064,0.688,0.005,0.003,1412.0,1728.0,1.0
"filtered_prob[516, 2]",0.071,0.088,0.0,0.231,0.003,0.004,1033.0,1132.0,1.0
"filtered_prob[517, 0]",0.604,0.194,0.241,0.939,0.005,0.003,1789.0,1880.0,1.0
"filtered_prob[517, 1]",0.339,0.183,0.01,0.653,0.004,0.003,1691.0,2009.0,1.0
"filtered_prob[517, 2]",0.057,0.072,0.0,0.186,0.002,0.003,1256.0,1553.0,1.0
"filtered_prob[518, 0]",0.901,0.094,0.727,1.0,0.002,0.002,1933.0,1888.0,1.0
"filtered_prob[518, 1]",0.091,0.092,0.0,0.26,0.002,0.002,1886.0,2296.0,1.0
"filtered_prob[518, 2]",0.008,0.017,0.0,0.029,0.001,0.001,1220.0,1614.0,1.0
"filtered_prob[519, 0]",0.944,0.06,0.837,1.0,0.001,0.002,1883.0,2235.0,1.0
"filtered_prob[519, 1]",0.051,0.058,0.0,0.152,0.001,0.002,2026.0,2090.0,1.0
"filtered_prob[519, 2]",0.006,0.01,0.0,0.022,0.0,0.001,1427.0,1657.0,1.0
"filtered_prob[520, 0]",0.851,0.114,0.65,0.998,0.003,0.003,1463.0,2150.0,1.0
"filtered_prob[520, 1]",0.124,0.107,0.0,0.32,0.003,0.004,1466.0,1898.0,1.0
"filtered_prob[520, 2]",0.025,0.037,0.0,0.09,0.001,0.002,1451.0,1596.0,1.0
"filtered_prob[521, 0]",0.115,0.104,0.0,0.307,0.003,0.003,1252.0,1757.0,1.0
"filtered_prob[521, 1]",0.338,0.259,0.002,0.848,0.015,0.009,446.0,960.0,1.0
"filtered_prob[521, 2]",0.547,0.256,0.01,0.861,0.013,0.008,510.0,821.0,1.0
"filtered_prob[522, 0]",0.104,0.08,0.0,0.245,0.002,0.002,1196.0,1735.0,1.0
"filtered_prob[522, 1]",0.367,0.208,0.086,0.812,0.011,0.006,470.0,879.0,1.0
"filtered_prob[522, 2]",0.529,0.198,0.106,0.822,0.01,0.007,541.0,853.0,1.0
"filtered_prob[523, 0]",0.06,0.054,0.0,0.157,0.002,0.002,1208.0,1633.0,1.0
"filtered_prob[523, 1]",0.326,0.211,0.007,0.759,0.011,0.007,416.0,856.0,1.0
"filtered_prob[523, 2]",0.614,0.208,0.164,0.924,0.011,0.007,521.0,720.0,1.0
"filtered_prob[524, 0]",0.962,0.049,0.887,1.0,0.001,0.003,1827.0,1682.0,1.0
"filtered_prob[524, 1]",0.035,0.049,0.0,0.109,0.001,0.003,1777.0,1545.0,1.0
"filtered_prob[524, 2]",0.004,0.009,0.0,0.014,0.0,0.001,771.0,802.0,1.0
"filtered_prob[525, 0]",0.308,0.177,0.019,0.625,0.005,0.003,1065.0,1807.0,1.0
"filtered_prob[525, 1]",0.392,0.235,0.052,0.829,0.01,0.004,616.0,1482.0,1.0
"filtered_prob[525, 2]",0.3,0.212,0.0,0.656,0.007,0.002,768.0,1337.0,1.0
"filtered_prob[526, 0]",0.156,0.118,0.001,0.364,0.003,0.003,1250.0,1709.0,1.0
"filtered_prob[526, 1]",0.48,0.224,0.137,0.904,0.009,0.003,694.0,1576.0,1.0
"filtered_prob[526, 2]",0.364,0.211,0.0,0.682,0.008,0.003,757.0,1402.0,1.0
"filtered_prob[527, 0]",0.952,0.052,0.863,1.0,0.001,0.003,1752.0,1690.0,1.0
"filtered_prob[527, 1]",0.045,0.052,0.0,0.133,0.001,0.003,1633.0,1675.0,1.0
"filtered_prob[527, 2]",0.003,0.008,0.0,0.014,0.0,0.0,1114.0,1516.0,1.0
"filtered_prob[528, 0]",0.945,0.052,0.85,1.0,0.001,0.002,1420.0,1927.0,1.0
"filtered_prob[528, 1]",0.048,0.05,0.0,0.138,0.001,0.002,1673.0,1905.0,1.0
"filtered_prob[528, 2]",0.007,0.012,0.0,0.026,0.0,0.001,1498.0,1642.0,1.0
"filtered_prob[529, 0]",0.991,0.017,0.971,1.0,0.0,0.001,1748.0,1465.0,1.0
"filtered_prob[529, 1]",0.008,0.017,0.0,0.028,0.0,0.001,1881.0,1818.0,1.0
"filtered_prob[529, 2]",0.001,0.002,0.0,0.003,0.0,0.0,1381.0,1773.0,1.0
"filtered_prob[530, 0]",0.13,0.111,0.0,0.337,0.003,0.003,1224.0,1648.0,1.0
"filtered_prob[530, 1]",0.299,0.26,0.005,0.842,0.016,0.011,396.0,626.0,1.0
"filtered_prob[530, 2]",0.571,0.256,0.014,0.873,0.014,0.01,495.0,644.0,1.0
"filtered_prob[531, 0]",0.143,0.093,0.002,0.306,0.003,0.002,1227.0,1371.0,1.0
"filtered_prob[531, 1]",0.363,0.199,0.069,0.758,0.011,0.006,490.0,768.0,1.0
"filtered_prob[531, 2]",0.495,0.187,0.093,0.769,0.009,0.006,559.0,697.0,1.0
"filtered_prob[532, 0]",0.923,0.069,0.804,1.0,0.002,0.002,1957.0,2078.0,1.0
"filtered_prob[532, 1]",0.07,0.068,0.0,0.188,0.002,0.002,1923.0,1885.0,1.0
"filtered_prob[532, 2]",0.008,0.015,0.0,0.03,0.0,0.001,1102.0,1889.0,1.0
"filtered_prob[533, 0]",0.581,0.187,0.235,0.907,0.005,0.003,1412.0,2040.0,1.0
"filtered_prob[533, 1]",0.309,0.182,0.03,0.65,0.006,0.004,999.0,1574.0,1.0
"filtered_prob[533, 2]",0.11,0.112,0.0,0.327,0.003,0.002,1152.0,1549.0,1.0
"filtered_prob[534, 0]",0.425,0.199,0.078,0.785,0.005,0.003,1669.0,2086.0,1.0
"filtered_prob[534, 1]",0.437,0.205,0.073,0.81,0.006,0.003,1179.0,1328.0,1.0
"filtered_prob[534, 2]",0.139,0.125,0.0,0.377,0.003,0.002,1121.0,1494.0,1.0
"filtered_prob[535, 0]",0.225,0.156,0.004,0.511,0.004,0.003,1524.0,1883.0,1.0
"filtered_prob[535, 1]",0.539,0.206,0.173,0.913,0.007,0.003,951.0,1522.0,1.0
"filtered_prob[535, 2]",0.235,0.165,0.0,0.518,0.005,0.002,909.0,1467.0,1.0
"filtered_prob[536, 0]",0.378,0.195,0.053,0.737,0.005,0.003,1620.0,2206.0,1.0
"filtered_prob[536, 1]",0.512,0.202,0.152,0.865,0.005,0.002,1519.0,1726.0,1.0
"filtered_prob[536, 2]",0.11,0.107,0.0,0.315,0.003,0.003,1374.0,1452.0,1.0
"filtered_prob[537, 0]",0.309,0.18,0.027,0.641,0.004,0.003,1624.0,2095.0,1.0
